order,ncr_id,source_dataset,map_status,combined_into,entity_name,rendered_shortest,current_shortest,current_short,current_normal,tier,shortest_type,shortest_source,shortest_source_url,acronym,acronym_source,area_aliases,parent_org,region,roles,org_type,weight,issues,collision_ids,nearby_collision_ids
"1241","NCR11289","geocoded","published",,"Bishop Hill Energy LLC","BH","Bishop Hill","Bishop Hill Energy","Bishop Hill Energy","normal",,,,"Bishop Hill","common_market_name","[]","Invenergy LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1242","NCR12042","geocoded","published",,"Bitter Ridge Wind Farm, LLC","BR","Bitter Ridge","Bitter Ridge Wind Farm","Bitter Ridge Wind Farm","normal",,,,"Bitter Ridge","common_market_name","[]","Scout Clean Energy LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1243","NCR13187","geocoded","published",,"Black Oak Wind, LLC","BO","Black Oak","Black Oak Wind","Black Oak Wind","normal",,,,"Black Oak","name_initialism","[]","AEP Clean Energy Resources, LLC","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1244","NCR13006","geocoded","published",,"Blackwater Solar, LLC","BLCKWT","Blackwater","Blackwater Solar","Blackwater Solar","normal",,,,"Blackwater","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1245","NCR13269","geocoded","published",,"Blevins Solar and Storage","Blevins","Blevins","Blevins Solar and Storage","Blevins Solar and Storage","normal",,,,"Blevins","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1246","NCR11886","geocoded","published",,"Blue Cloud Wind Energy, LLC","BC","Blue Cloud","Blue Cloud Wind Energy","Blue Cloud Wind Energy","normal",,,,"Blue Cloud","name_initialism","[]","Copenhagen Infrastructure Partners","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1247","NCR12277","geocoded","published",,"Blue Hill Wind Energy","BH","Blue Hill","Blue Hill Wind Energy","Blue Hill Wind Energy","normal",,,,"Blue Hill","name_initialism","[]","Algonquin Power & Utilities Corp.","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1248","NCR11433","geocoded","published",,"Blythe Energy Inc.","Blythe","Blythe","Blythe Energy","Blythe Energy","normal",,,,"Blythe","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1249","NCR01062","geocoded","published",,"Borger Energy Associates LLC","Borger","Borger","Borger Energy Associates","Borger Energy Associates","normal",,,,"Borger Energy","name_initialism","[]","ContourGlobal","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1250","NCR12544","geocoded","published",,"Boswell Wind, LLC","Boswell","Boswell","Boswell Wind","Boswell Wind","normal",,,,"Boswell","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1251","NCR11873","geocoded","published",,"Bowline, LLC","Bowline","Bowline","Bowline","Bowline","normal",,,,"Bowline","common_market_name","[]","GenOn Holdings","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1252","NCR13404","geocoded","published",,"Brantley Farm Solar, LLC","BFS","BFS","Brantley Farm Solar","Brantley Farm Solar","normal",,,,"BFS","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1253","NCR11576","geocoded","published",,"Briscoe Wind Farm, LLC","Briscoe","Briscoe","Briscoe Wind Farm","Briscoe Wind Farm","normal",,,,"Briscoe","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1254","NCR13310","geocoded","published",,"Britton Solar","Britton","Britton","Britton Solar","Britton Solar","normal",,,,"Britton","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1255","NCR12179","geocoded","published",,"Broad Reach Power LLC","BRP","BRP","Broad Reach Power","Broad Reach Power","normal",,,,"BRP","official_website","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1256","NCR11313","geocoded","published",,"Broad River Energy, LLC","BRE","BRE","Broad River Energy","Broad River Energy","normal",,,,"BRE","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1257","NCR10353","geocoded","published",,"Brookhaven Energy Center, LLC","BRKHVN","Brookhaven","Brookhaven Energy Center","Brookhaven Energy Center","normal",,,,"Brookhaven","common_market_name","[]","Lotus Infrastructure Partners","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1258","NCR04021","geocoded","published",,"Brownsville Public Utilities Board Silas Ray","SR","Silas Ray","Silas Ray Power Plant","Silas Ray Power Plant","normal",,,,"Silas Ray","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1259","NCR13123","geocoded","published",,"BRP Antlia BESS LLC","Antlia","Antlia","BRP Antlia BESS","BRP Antlia BESS","normal",,,,"Antlia","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1260","NCR13224","geocoded","published",,"BRP Avila BESS LLC","Avila","Avila","BRP Avila BESS","BRP Avila BESS","normal",,,,"Avila","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1261","NCR13225","geocoded","published",,"BRP Cachi BESS LLC","Cachi","Cachi","BRP Cachi BESS","BRP Cachi BESS","normal",,,,"Cachi","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1262","NCR13226","geocoded","published",,"BRP Carina BESS LLC","Carina","Carina","BRP Carina BESS","BRP Carina BESS","normal",,,,"Carina","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1263","NCR12270","geocoded","published",,"BT Noble Solar, LLC","BT Noble","BT Noble","BT Noble Solar","BT Noble Solar","normal",,,,"BT Noble","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1264","NCR13405","geocoded","published",,"Buckleberry Solar, LLC","BCKLBR","Buckleberry","Buckleberry Solar","Buckleberry Solar","normal",,,,"Buckleberry","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1265","NCR11459","geocoded","published",,"Bucksport Generation LLC","BCKSPR","Bucksport","Bucksport Generation","Bucksport Generation","normal",,,,"Bucksport","common_market_name","[]","JERA Americas","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1266","NCR12016","geocoded","published",,"Buckthorn Wind Project, LLC","BCKTHR","Buckthorn","Buckthorn Wind","Buckthorn Wind Project","normal",,,,"Buckthorn","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1267","NCR04025","geocoded","published",,"Buffalo Gap Wind Farm, LLC","BG","Buffalo Gap","Buffalo Gap Wind Farm","Buffalo Gap Wind Farm","normal",,,,"Buffalo Gap","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1268","NCR10290","geocoded","published",,"Bull Creek Wind, LLC","BC","Bull Creek","Bull Creek Wind","Bull Creek Wind","normal",,,,"Bull Creek","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1269","NCR12209","geocoded","published",,"Burlington Generating Station","BRLNGT","Burlington","Burlington Generating Station","Burlington Generating Station","normal",,,,"Burlington Gen","common_market_name","[]","Parkway Generating Operating LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1270","NCR05039","geocoded","published",,"Burney Forest Products, A Joint Venture","BFP","BFP","Burney Forest Products","Burney Forest Products","normal",,,,"BFP","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1271","NCR13174","geocoded","published",,"Byrd Ranch Storage LLC","BR","Byrd Ranch","Byrd Ranch Storage","Byrd Ranch Storage","normal",,,,"Byrd Ranch","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1272","NCR13385","geocoded","published",,"Cadence Solar Energy LLC","Cadence","Cadence","Cadence Solar Energy","Cadence Solar Energy","normal",,,,"Cadence Solar","common_market_name","[]","Invenergy LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1273","NCR11318","geocoded","published",,"California Ridge Energy LLC","CRE","CRE","California Ridge Energy","California Ridge Energy","normal",,,,"CRE","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1274","NCR11941","geocoded","published",,"CalPeak Power Vaca-Dixon, LLC","VD","Vaca-Dixon","CalPeak Power Vaca-Dixon","CalPeak Power Vaca-Dixon","normal",,,,"Vaca-Dixon","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1275","NCR13460","geocoded","published",,"Cambria Wind, LLC","Cambria","Cambria","Cambria Wind","Cambria Wind","normal",,,,"Cambria Wind","common_market_name","[]","Exus Pennsylvania Wind Holdings","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1276","NCR11591","geocoded","published",,"Cameron Wind I, LLC","Cameron","Cameron","Cameron Wind","Cameron Wind","normal",,,,"Cameron Wind","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1277","NCR00214","geocoded","published",,"Camp Grove Wind Farm, LLC","CG","Camp Grove","Camp Grove Wind Farm","Camp Grove Wind Farm","normal",,,,"Camp Grove","common_market_name","[]","Orion Energy Group LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1278","NCR11944","geocoded","published",,"Canadian Breaks LLC","Breaks","Breaks","Canadian Breaks","Canadian Breaks","normal",,,,"Canadian Breaks","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1279","NCR11354","geocoded","published",,"Canadian Hills Wind, LLC","Canadian","Canadian","Canadian Hills Wind","Canadian Hills Wind","normal",,,,"Canadian Hills","name_initialism","[]","Apex Clean Energy","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1280","NCR12033","geocoded","published",,"Canal Generating llc","Canal","Canal","Canal Generating","Canal Generating Station","normal",,,,"Canal","common_market_name","[]","JERA Americas","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1281","NCR11999","geocoded","published",,"Cardinal Point LLC","Cardinal","Cardinal","Cardinal Point","Cardinal Point","normal",,,,"Cardinal Point","common_market_name","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1282","NCR10354","geocoded","published",,"Carr Street Generating Station, LP","Carr St","Carr St","Carr Street Generating Station","Carr Street Generating Station","normal",,,,"Carr Street","common_market_name","[]","Brookfield Renewable Partners","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1283","NCR10355","geocoded","published",,"Carthage Energy, LLC","Carthage","Carthage","Carthage Energy","Carthage Energy","normal",,,,"Carthage","common_market_name","[]","Alliance Energy Group","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1284","NCR13504","geocoded","published",,"Cartwright Solar I LLC","CRTWRG","Cartwright","Cartwright Solar","Cartwright Solar","normal",,,,"Cartwright","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1285","NCR11479","geocoded","published",,"Carville Energy LLC","Carville","Carville","Carville Energy","Carville Energy","normal",,,,"Carville","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1286","NCR13188","geocoded","published",,"Cascade BESS LLC","Cascade","Cascade","Cascade BESS","Cascade BESS","normal",,,,"Cascade","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1287","NCR09001","geocoded","published",,"Catalyst Old River Hydroelectric Limited Partnership","OR","Old River","Catalyst Old River Hydro","Catalyst Old River Hydroelectric","normal",,,,"Catalyst Old River","common_market_name","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1288","NCR11161","geocoded","published",,"Cedar Creek II, LLC","CC II","CC II","Cedar Creek II","Cedar Creek II","normal",,,,"CC II","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1289","NCR10165","geocoded","published",,"Cedar Creek Wind Energy, LLC","CC","Cedar Creek","Cedar Creek Wind Energy","Cedar Creek Wind Energy","normal",,,,"Cedar Creek","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1290","NCR11271","geocoded","published",,"Cedar Point Wind, LLC","CP","Cedar Point","Cedar Point Wind","Cedar Point Wind","normal",,,,"Cedar Point","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1291","NCR11431","geocoded","published",,"Centinela Solar Energy, LLC","CNTNL","Centinela","Centinela Solar Energy","Centinela Solar Energy","normal",,,,"Centinela","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1292","NCR12504","geocoded","published",,"Century Oak Wind Project, LLC","CO","Century Oak","Century Oak Wind","Century Oak Wind Project","normal",,,,"Century Oak","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1293","NCR12420","geocoded","published",,"Chalk Point Power, LLC","CP","Chalk Point","Chalk Point Power","Chalk Point Power","normal",,,,"Chalk Point","common_market_name","[]",,"RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1294","NCR11820","geocoded","published",,"Chambersburg Energy, LLC","CHMBRS","Chambersburg","Chambersburg Energy","Chambersburg Energy","normal",,,,"Chambersburg Energy","common_market_name","[]",,"RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1295","NCR11763","geocoded","published",,"Chapman Ranch Wind I, LLC","Chapman","Chapman","Chapman Ranch Wind","Chapman Ranch Wind","normal",,,,"Chapman Ranch","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1296","NCR11191","geocoded","published",,"Cherokee County Cogeneration Partners, LLC","Cherokee","Cherokee","Cherokee County Cogeneration","Cherokee County Cogeneration Partners","normal",,,,"Cherokee Cogen","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1297","NCR10316","geocoded","published",,"CHI Power, Inc.","CHI","CHI","CHI Power","CHI Power","normal",,,,"CHI Power","name_initialism","[]","Enel Green Power North America Inc.","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1298","NCR13092","geocoded","published",,"Chillingham Storage LLC","CHLLNG","Chillingham","Chillingham Storage","Chillingham Storage","normal",,,,"Chillingham","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1299","NCR11418","geocoded","published",,"Choctaw Generation Limited Partnership, LLLP","Choctaw","Choctaw","Choctaw Generation","Choctaw Generation","normal",,,,"Choctaw Gen","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1300","NCR13369","geocoded","published",,"Chopin Wind, LLC","Chopin","Chopin","Chopin Wind","Chopin Wind","normal",,,,"Chopin","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1301","NCR13531","geocoded","published",,"Cirrus Wind 1, LLC","Cirrus","Cirrus","Cirrus Wind","Cirrus Wind","normal",,,,"Cirrus Wind 1","name_initialism","[]","Texas Wind Energy Partners LLC","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1302","NCR11025","geocoded","published",,"City of Spokane Waste-to-Energy Facility","Spokane","Spokane","Spokane Waste-to-Energy","Spokane Waste-to-Energy Facility","normal",,,,"Spokane WTE","official_website","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1303","NCR11869","geocoded","published",,"Clean Energy Future-Lordstown, LLC","LRDSTW","Lordstown","Lordstown Energy","Lordstown Energy","normal",,,,"Lordstown Energy","common_market_name","[]","ArcLight Capital Partners, LLC","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1304","NCR00727","geocoded","published",,"CMS Generation Michigan Power, L. L. C.","CMS","CMS","CMS Generation Michigan","CMS Generation Michigan Power","normal",,,,"CMS Gen MI","name_initialism","[]","CMS Energy Corporation","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1305","NCR11862","geocoded","published",,"Colorado Bend I Power, LLC","CB","Colo Bend","Colorado Bend I Power","Colorado Bend I Power","normal",,,,"Colorado Bend I","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1306","NCR11389","geocoded","published",,"Colorado Highlands Wind, LLC","CHW","CHW","Colorado Highlands Wind","Colorado Highlands Wind","normal",,,,"CHW","common_market_name","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1307","NCR10043","geocoded","published",,"Columbia Basin Hydropower","CBHP","CBHP","Columbia Basin Hydropower","Columbia Basin Hydropower","normal",,,,"CBHP","official_website","[]",,"WECC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1308","NCR11335","geocoded","published",,"Colver Green Energy, LLC","Colver","Colver","Colver Green Energy","Colver Green Energy","normal",,,,"Colver","common_market_name","[]","Robindale Energy Services, Inc.","RF","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1309","NCR12492","geocoded","published",,"Copperhead Solar, LLC","CPPRHD","Copperhead","Copperhead Solar","Copperhead Solar","normal",,,,"Copperhead","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1310","NCR12225","geocoded","published",,"Cos Cob Power","Cos Cob","Cos Cob","Cos Cob Power","Cos Cob Power","normal",,,,"Cos Cob","common_market_name","[]","Connecticut Jet Power LLC","NPCC","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1311","NCR11735","geocoded","published",,"Cotton Plains Wind I, LLC","Cotton","Cotton","Cotton Plains Wind","Cotton Plains Wind","normal",,,,"Cotton Plains","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1312","NCR01211","geocoded","published",,"Covanta, Fairfax, Inc.","Covanta","Covanta","Covanta Fairfax","Covanta Fairfax","normal",,,,"Covanta Fairfax","common_market_name","[]",,"SERC","[""GO"",""GOP""]",,"4","[]","[]","[]"
"1313","NCR11081","geocoded","published",,"CPV Keenan II Renewable Energy Company, LLC","Keenan","Keenan","CPV Keenan II","CPV Keenan II","normal",,,,"Keenan II","name_initialism","[]","Competitive Power Ventures","MRO","[""GO"",""GOP""]","merchant","4","[]","[]","[]"
"1314","NCR12332","geocoded","published",,"CPV Three Rivers, LLC","CPV-TR","CPV-TR","CPV Three Rivers","CPV Three Rivers","normal",,,,"CPV-TR","common_market_name","[]",,"RF","[""GO"",""GOP""]",,"4","[]","[]","[]"
